ID,CABECERA,Dren_Doble,Via_Pav,median_B1,median_B2,median_B3,Valor_Ha_V2,Codigo_Municipio
155,14591.505337376006,8653.338959244391,7455.105329700972,1273.1583267347185,1042.8201698558223,514.6236415172796,518209.1317441372,11001
156,12682.886028812232,9667.15886571318,2579.1810132616615,987.0332406773289,961.8912656798329,564.4349337367225,2781675.996431083,25001
157,12707.241244141806,6900.880712848174,1662.366562773634,949.0934838886794,747.2094658087926,667.559427129571,3830790.3820431177,27001
158,10761.916213087694,8206.971000273228,204.09964804454668,1246.367775543606,833.5773684251859,871.7541281458039,4680023.197264148,27001
159,1896.7664240827253,14124.898891209052,4226.533078914966,820.1194608414676,773.21624206242,580.3799480241541,4239070.469524629,19001
160,16722.519662225837,5822.234435121575,7091.314711649958,1141.93381092279,813.4036298789695,908.9835120595311,731222.1555297128,13001
161,6483.523292937543,14419.798929167517,4725.161219843796,1257.4752114444143,1031.4275431105473,916.067088978871,2604553.242439122,19001
162,3811.7183569570993,13584.992097243154,5266.574816624036,1326.0593820570498,778.273029373905,753.7338668804181,3395447.7985561513,25001
163,911.425316939802,2977.077465099982,10852.779573090169,1005.2490492295444,939.8427841781383,503.1929358584168,4675726.547591953,05001
164,11858.769569446013,1086.9514480837236,4198.617940268905,1292.7543828032076,885.6302413194599,643.5190665874563,4532330.671772836,13001
165,13583.53080066142,1556.6311205925285,6182.454185242936,866.3790421731244,998.2026992175888,808.4634591878711,3098195.547983785,15001
166,430.0977956643374,322.4162934906684,9410.326562511482,1307.871375040711,1162.0978435948548,990.5930890137117,6073920.299750337,05001
167,10290.65186015569,1461.9222633011295,4776.617104385604,876.4931973991895,1039.5432583261502,815.9067635083342,4672761.398540096,13001
168,4607.265926438965,10260.951262574536,7476.377801727645,1038.3723743362204,728.9642271544541,629.9017905320799,3096387.3933972074,13001
169,12938.938529148052,1114.2702944804234,10352.49359369854,1278.3772194677322,618.7098810367708,817.0028515498057,1738678.1018712828,25001
170,3569.8919371993297,4818.685672891732,11395.761865181976,889.9504564092642,757.3584265798951,769.9926898579278,3199128.7748370413,68001
171,13849.660988239073,12680.885898993345,1790.469566720584,937.5508371395849,957.0467584201529,889.9226975755719,1995913.1133944567,25001
172,7796.033391380694,397.9154392505967,11121.253873183088,1233.3515410358398,630.8554880905502,553.4903194134793,3149720.0623956635,13001
173,18740.92677586102,12226.30381470459,5920.632028162072,1232.0219219276446,897.8197483207418,880.5139512510141,100000.0,11001
174,2836.6667885052657,4263.728882862329,3121.1853279385314,1184.6885797311784,958.1057093501336,770.6332893380552,6875574.773138931,05001
175,6887.220385900145,1816.564172943761,5525.8550021719875,1216.36906668026,800.5463344901765,981.4960019294973,5311498.644823024,25001
176,2358.1230726877225,10466.220622194052,11760.98992616716,1125.6346660085578,1062.5473222474932,670.9360830193431,2011459.4795511456,68001
177,18501.4030037434,9452.695559359267,5926.638585094649,951.0794353441717,663.958951880263,816.310946566974,100000.0,76001
178,17559.053132281522,13168.206602229442,3965.156775141473,1007.4175961023517,645.0826690414852,966.0140527550087,100000.0,19001
179,5233.038391531597,11039.312104868091,7611.808226171207,908.9586300808554,1036.913253722162,551.2548639953396,2659598.019633808,13001
180,13233.682516080164,12062.039909253486,2904.543056774971,1345.0703368001768,897.2947897237191,968.6142436182256,1898128.5422220137,15001
181,16362.721784004196,4266.416859941032,938.0840374607071,1150.0350768596722,1013.0414378566416,843.9428611504067,3690916.1793564637,76001
182,11148.4961508293,2702.721179506856,1572.6902712704712,1040.510850058184,860.8964031622477,533.9185295525859,5385453.117694619,27001
183,10640.04650928453,11271.690537030832,1562.708692324536,1077.2034821864795,747.8412199434641,650.4817834734081,3400507.2357050166,54001
184,4912.8605889189885,12112.179352045598,1848.2752413421633,1368.3700037670892,1091.4613906045197,854.0860443226409,4805609.763200653,68001
185,1952.7450793373944,14858.051872910066,1691.7612566134394,892.0108418696482,1079.6495273813875,533.6753007343858,5056932.470444439,15001
186,17954.593583271202,6218.634269825826,7701.270695294479,1151.7378992100785,1016.8178825126561,791.0852300881367,100000.0,54001
187,18018.319337550278,5611.6703826021085,2207.1046102577634,1103.5332073306795,763.2870823379776,672.9415284764784,2345177.7092360426,68001
188,6846.692841869143,5145.012926782617,10764.557266574962,810.8661102925043,816.5843381640161,522.8710169062564,2383527.8848701697,11001
189,7049.270534791952,13964.822017773293,5703.320833946582,1323.274345366491,654.9492439959805,935.7684030761882,2155057.66491851,19001
190,14546.518009517764,12883.270640053026,8020.666130096695,1359.2709694901673,1150.3881452773458,986.7444845886985,100000.0,76001
191,17952.494173056286,6463.460709256525,2092.668858283509,1139.0799101535254,682.0911785513769,984.4389276428458,2200765.926720592,05001
192,17753.019842875834,11275.522463482886,2331.699555139789,1217.9904943261354,1170.1424122924814,874.8259158714624,967343.1023787751,68001
193,15619.523362566715,11330.415967566001,519.197336709752,1353.4996287063773,867.6034637747734,565.043120065316,2315256.5230671135,05001
